country,code,year,share_animal_protein,gdp,population,name,four_regions,eight_regions,six_regions,members_oecd_g77,Latitude,Longitude,UN member since,World bank region,World bank income group 2017
Japan,jpn,2004,7.234342013,34167,126299414,Japan,asia,east_asia_pacific,east_asia_pacific,oecd,35.68536,139.75309,18/12/1956,East Asia & Pacific,High income
Japan,jpn,2005,7.373630258,34730,126392944,Japan,asia,east_asia_pacific,east_asia_pacific,oecd,35.68536,139.75309,18/12/1956,East Asia & Pacific,High income
Japan,jpn,2006,7.251259899,35225,126464789,Japan,asia,east_asia_pacific,east_asia_pacific,oecd,35.68536,139.75309,18/12/1956,East Asia & Pacific,High income
Japan,jpn,2007,7.133830316,35805,126515486,Japan,asia,east_asia_pacific,east_asia_pacific,oecd,35.68536,139.75309,18/12/1956,East Asia & Pacific,High income
Japan,jpn,2008,7.300658376,35431,126544640,Japan,asia,east_asia_pacific,east_asia_pacific,oecd,35.68536,139.75309,18/12/1956,East Asia & Pacific,High income
Japan,jpn,2009,7.253831776,33549,126551705,Japan,asia,east_asia_pacific,east_asia_pacific,oecd,35.68536,139.75309,18/12/1956,East Asia & Pacific,High income
Japan,jpn,2010,7.256610801,34990,126535920,Japan,asia,east_asia_pacific,east_asia_pacific,oecd,35.68536,139.75309,18/12/1956,East Asia & Pacific,High income
Japan,jpn,2011,7.160766962,34979,126497241,Japan,asia,east_asia_pacific,east_asia_pacific,oecd,35.68536,139.75309,18/12/1956,East Asia & Pacific,High income
Japan,jpn,2012,7.194160584,35580,126434653,Japan,asia,east_asia_pacific,east_asia_pacific,oecd,35.68536,139.75309,18/12/1956,East Asia & Pacific,High income
Japan,jpn,2013,7.110785033,36354,126345235,Japan,asia,east_asia_pacific,east_asia_pacific,oecd,35.68536,139.75309,18/12/1956,East Asia & Pacific,High income
Jordan,jor,2000,3.536486982,8713,4827096,Jordan,asia,asia_west,middle_east_north_africa,g77,31,36,14/12/1955,Middle East & North Africa,Lower middle income
Jordan,jor,2001,3.405424445,9015,4910056,Jordan,asia,asia_west,middle_east_north_africa,g77,31,36,14/12/1955,Middle East & North Africa,Lower middle income
Jordan,jor,2002,3.05377808,9365,4998372,Jordan,asia,asia_west,middle_east_north_africa,g77,31,36,14/12/1955,Middle East & North Africa,Lower middle income
Jordan,jor,2003,3.499349805,9555,5096790,Jordan,asia,asia_west,middle_east_north_africa,g77,31,36,14/12/1955,Middle East & North Africa,Lower middle income
Jordan,jor,2004,3.643818065,10114,5210369,Jordan,asia,asia_west,middle_east_north_africa,g77,31,36,14/12/1955,Middle East & North Africa,Lower middle income
Jordan,jor,2005,3.216415518,10607,5342002,Jordan,asia,asia_west,middle_east_north_africa,g77,31,36,14/12/1955,Middle East & North Africa,Lower middle income
Jordan,jor,2006,3.323818585,11057,5495117,Jordan,asia,asia_west,middle_east_north_africa,g77,31,36,14/12/1955,Middle East & North Africa,Lower middle income
Jordan,jor,2007,3.666986872,11484,5667443,Jordan,asia,asia_west,middle_east_north_africa,g77,31,36,14/12/1955,Middle East & North Africa,Lower middle income
Jordan,jor,2008,3.963541667,11801,5848952,Jordan,asia,asia_west,middle_east_north_africa,g77,31,36,14/12/1955,Middle East & North Africa,Lower middle income
Jordan,jor,2009,3.52113585,11938,6025592,Jordan,asia,asia_west,middle_east_north_africa,g77,31,36,14/12/1955,Middle East & North Africa,Lower middle income
Jordan,jor,2010,3.62242268,11743,6187227,Jordan,asia,asia_west,middle_east_north_africa,g77,31,36,14/12/1955,Middle East & North Africa,Lower middle income
Jordan,jor,2011,3.690347244,11615,6330169,Jordan,asia,asia_west,middle_east_north_africa,g77,31,36,14/12/1955,Middle East & North Africa,Lower middle income
Jordan,jor,2012,3.595033429,11523,6457260,Jordan,asia,asia_west,middle_east_north_africa,g77,31,36,14/12/1955,Middle East & North Africa,Lower middle income
Jordan,jor,2013,3.507096774,11488,6572903,Jordan,asia,asia_west,middle_east_north_africa,g77,31,36,14/12/1955,Middle East & North Africa,Lower middle income
Kazakhstan,kaz,2000,5.651585322,9870,14956694,Kazakhstan,asia,asia_west,europe_central_asia,others,48,68,2/3/1992,Europe & Central Asia,Upper middle income
Kazakhstan,kaz,2001,5.45467128,11167,14897666,Kazakhstan,asia,asia_west,europe_central_asia,others,48,68,2/3/1992,Europe & Central Asia,Upper middle income
Kazakhstan,kaz,2002,5.722657581,12211,14901669,Kazakhstan,asia,asia_west,europe_central_asia,others,48,68,2/3/1992,Europe & Central Asia,Upper middle income
Kazakhstan,kaz,2003,5.95358224,13279,14959072,Kazakhstan,asia,asia_west,europe_central_asia,others,48,68,2/3/1992,Europe & Central Asia,Upper middle income
Kazakhstan,kaz,2004,6.034239678,14458,15053492,Kazakhstan,asia,asia_west,europe_central_asia,others,48,68,2/3/1992,Europe & Central Asia,Upper middle income
Kazakhstan,kaz,2005,6.441147379,15728,15171805,Kazakhstan,asia,asia_west,europe_central_asia,others,48,68,2/3/1992,Europe & Central Asia,Upper middle income
Kazakhstan,kaz,2006,6.626749105,17239,15312333,Kazakhstan,asia,asia_west,europe_central_asia,others,48,68,2/3/1992,Europe & Central Asia,Upper middle income
Kazakhstan,kaz,2007,6.568807339,18572,15476093,Kazakhstan,asia,asia_west,europe_central_asia,others,48,68,2/3/1992,Europe & Central Asia,Upper middle income
Kazakhstan,kaz,2008,6.708097928,18966,15655345,Kazakhstan,asia,asia_west,europe_central_asia,others,48,68,2/3/1992,Europe & Central Asia,Upper middle income
Kazakhstan,kaz,2009,6.790992705,18951,15841096,Kazakhstan,asia,asia_west,europe_central_asia,others,48,68,2/3/1992,Europe & Central Asia,Upper middle income
Kazakhstan,kaz,2010,7.157492841,20071,16026367,Kazakhstan,asia,asia_west,europe_central_asia,others,48,68,2/3/1992,Europe & Central Asia,Upper middle income
Kazakhstan,kaz,2011,7.110695354,21302,16206750,Kazakhstan,asia,asia_west,europe_central_asia,others,48,68,2/3/1992,Europe & Central Asia,Upper middle income
Kazakhstan,kaz,2012,7.164104173,22089,16381297,Kazakhstan,asia,asia_west,europe_central_asia,others,48,68,2/3/1992,Europe & Central Asia,Upper middle income
Kazakhstan,kaz,2013,6.992647059,23131,16550975,Kazakhstan,asia,asia_west,europe_central_asia,others,48,68,2/3/1992,Europe & Central Asia,Upper middle income
Kenya,ken,2000,2.959492435,2320,31253701,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
Kenya,ken,2001,2.925459826,2349,32076186,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
Kenya,ken,2002,3.08650519,2296,32927864,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
Kenya,ken,2003,3.093812375,2297,33805301,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
Kenya,ken,2004,3.283877349,2335,34702176,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
Kenya,ken,2005,3.259602036,2396,35614576,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
Kenya,ken,2006,3.213327163,2461,36540948,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
Kenya,ken,2007,3.061611374,2553,37485246,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
Kenya,ken,2008,3.132003799,2484,38455418,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
Kenya,ken,2009,3.218475751,2490,39462188,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
Kenya,ken,2010,3.155555556,2625,40512682,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
Kenya,ken,2011,3.161290323,2712,41609728,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
Kenya,ken,2012,2.974452555,2765,42749418,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
Kenya,ken,2013,2.883046238,2854,43923719,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
Kuwait,kwt,2000,6.231149927,74597,1940786,Kuwait,asia,asia_west,middle_east_north_africa,g77,29.36972,47.97833,14/5/1963,Middle East & North Africa,High income
Kuwait,kwt,2001,6.469844917,72477,2009588,Kuwait,asia,asia_west,middle_east_north_africa,g77,29.36972,47.97833,14/5/1963,Middle East & North Africa,High income
Kuwait,kwt,2002,5.452539913,72755,2069816,Kuwait,asia,asia_west,middle_east_north_africa,g77,29.36972,47.97833,14/5/1963,Middle East & North Africa,High income
Kuwait,kwt,2003,6.079405884,83176,2126786,Kuwait,asia,asia_west,middle_east_north_africa,g77,29.36972,47.97833,14/5/1963,Middle East & North Africa,High income
Kuwait,kwt,2004,6.424864557,89137,2189485,Kuwait,asia,asia_west,middle_east_north_africa,g77,29.36972,47.97833,14/5/1963,Middle East & North Africa,High income
Kuwait,kwt,2005,7.274049217,93903,2264014,Kuwait,asia,asia_west,middle_east_north_africa,g77,29.36972,47.97833,14/5/1963,Middle East & North Africa,High income
Kuwait,kwt,2006,6.471145804,95645,2351441,Kuwait,asia,asia_west,middle_east_north_africa,g77,29.36972,47.97833,14/5/1963,Middle East & North Africa,High income
Kuwait,kwt,2007,6.842901148,95421,2447818,Kuwait,asia,asia_west,middle_east_north_africa,g77,29.36972,47.97833,14/5/1963,Middle East & North Africa,High income
Kuwait,kwt,2008,6.707289294,91763,2548351,Kuwait,asia,asia_west,middle_east_north_africa,g77,29.36972,47.97833,14/5/1963,Middle East & North Africa,High income
Kuwait,kwt,2009,7.396313364,80061,2646286,Kuwait,asia,asia_west,middle_east_north_africa,g77,29.36972,47.97833,14/5/1963,Middle East & North Africa,High income
Kuwait,kwt,2010,6.899538106,73610,2736732,Kuwait,asia,asia_west,middle_east_north_africa,g77,29.36972,47.97833,14/5/1963,Middle East & North Africa,High income
Kuwait,kwt,2011,6.162629758,77126,2818042,Kuwait,asia,asia_west,middle_east_north_africa,g77,29.36972,47.97833,14/5/1963,Middle East & North Africa,High income
Kuwait,kwt,2012,5.826744186,78801,2891553,Kuwait,asia,asia_west,middle_east_north_africa,g77,29.36972,47.97833,14/5/1963,Middle East & North Africa,High income
Kuwait,kwt,2013,6.12167952,75256,2959015,Kuwait,asia,asia_west,middle_east_north_africa,g77,29.36972,47.97833,14/5/1963,Middle East & North Africa,High income
Kyrgyzstan,kgz,2000,5.901502504,2908,4954850,Kyrgyz Republic,asia,asia_west,europe_central_asia,others,41.5,75,2/3/1992,Europe & Central Asia,Lower middle income
Kyrgyzstan,kgz,2001,5.898249898,3038,4987944,Kyrgyz Republic,asia,asia_west,europe_central_asia,others,41.5,75,2/3/1992,Europe & Central Asia,Lower middle income
Kyrgyzstan,kgz,2002,5.864202491,3015,5002691,Kyrgyz Republic,asia,asia_west,europe_central_asia,others,41.5,75,2/3/1992,Europe & Central Asia,Lower middle income
Kyrgyzstan,kgz,2003,5.423780488,3198,5008348,Kyrgyz Republic,asia,asia_west,europe_central_asia,others,41.5,75,2/3/1992,Europe & Central Asia,Lower middle income
Kyrgyzstan,kgz,2004,5.20335889,3386,5018366,Kyrgyz Republic,asia,asia_west,europe_central_asia,others,41.5,75,2/3/1992,Europe & Central Asia,Lower middle income
Kyrgyzstan,kgz,2005,5.173992009,3347,5042381,Kyrgyz Republic,asia,asia_west,europe_central_asia,others,41.5,75,2/3/1992,Europe & Central Asia,Lower middle income
Kyrgyzstan,kgz,2006,4.933834586,3419,5083724,Kyrgyz Republic,asia,asia_west,europe_central_asia,others,41.5,75,2/3/1992,Europe & Central Asia,Lower middle income
Kyrgyzstan,kgz,2007,4.947054437,3681,5139213,Kyrgyz Republic,asia,asia_west,europe_central_asia,others,41.5,75,2/3/1992,Europe & Central Asia,Lower middle income
Kyrgyzstan,kgz,2008,4.960059724,3927,5204104,Kyrgyz Republic,asia,asia_west,europe_central_asia,others,41.5,75,2/3/1992,Europe & Central Asia,Lower middle income
Kyrgyzstan,kgz,2009,5.151625868,3995,5270894,Kyrgyz Republic,asia,asia_west,europe_central_asia,others,41.5,75,2/3/1992,Europe & Central Asia,Lower middle income
Kyrgyzstan,kgz,2010,5.086738351,3938,5334223,Kyrgyz Republic,asia,asia_west,europe_central_asia,others,41.5,75,2/3/1992,Europe & Central Asia,Lower middle income
Kyrgyzstan,kgz,2011,5.264525442,4142,5392580,Kyrgyz Republic,asia,asia_west,europe_central_asia,others,41.5,75,2/3/1992,Europe & Central Asia,Lower middle income
Kyrgyzstan,kgz,2012,5.167146974,4104,5448085,Kyrgyz Republic,asia,asia_west,europe_central_asia,others,41.5,75,2/3/1992,Europe & Central Asia,Lower middle income
Kyrgyzstan,kgz,2013,4.975505857,4509,5503253,Kyrgyz Republic,asia,asia_west,europe_central_asia,others,41.5,75,2/3/1992,Europe & Central Asia,Lower middle income
Laos,lao,2000,1.911153119,2450,5317060,Lao,asia,east_asia_pacific,east_asia_pacific,g77,18,105,14/12/1955,East Asia & Pacific,Lower middle income
Laos,lao,2001,2.10707457,2543,5408912,Lao,asia,east_asia_pacific,east_asia_pacific,g77,18,105,14/12/1955,East Asia & Pacific,Lower middle income
Laos,lao,2002,2.210575573,2655,5496700,Lao,asia,east_asia_pacific,east_asia_pacific,g77,18,105,14/12/1955,East Asia & Pacific,Lower middle income
Laos,lao,2003,2.266055046,2782,5582028,Lao,asia,east_asia_pacific,east_asia_pacific,g77,18,105,14/12/1955,East Asia & Pacific,Lower middle income
Laos,lao,2004,2.243549117,2930,5667055,Lao,asia,east_asia_pacific,east_asia_pacific,g77,18,105,14/12/1955,East Asia & Pacific,Lower middle income
Laos,lao,2005,2.117232261,3080,5753341,Lao,asia,east_asia_pacific,east_asia_pacific,g77,18,105,14/12/1955,East Asia & Pacific,Lower middle income
Laos,lao,2006,2.16317432,3003,5841572,Lao,asia,east_asia_pacific,east_asia_pacific,g77,18,105,14/12/1955,East Asia & Pacific,Lower middle income
Laos,lao,2007,2.175592625,3489,5931385,Lao,asia,east_asia_pacific,east_asia_pacific,g77,18,105,14/12/1955,East Asia & Pacific,Lower middle income
Laos,lao,2008,2.233303651,3694,6022001,Lao,asia,east_asia_pacific,east_asia_pacific,g77,18,105,14/12/1955,East Asia & Pacific,Lower middle income
Laos,lao,2009,2.28200692,3900,6112143,Lao,asia,east_asia_pacific,east_asia_pacific,g77,18,105,14/12/1955,East Asia & Pacific,Lower middle income
Laos,lao,2010,2.355555556,4144,6200894,Lao,asia,east_asia_pacific,east_asia_pacific,g77,18,105,14/12/1955,East Asia & Pacific,Lower middle income
Laos,lao,2011,2.398001665,4401,6288037,Lao,asia,east_asia_pacific,east_asia_pacific,g77,18,105,14/12/1955,East Asia & Pacific,Lower middle income
Laos,lao,2012,2.448087432,4670,6373934,Lao,asia,east_asia_pacific,east_asia_pacific,g77,18,105,14/12/1955,East Asia & Pacific,Lower middle income
Laos,lao,2013,2.381068951,4961,6458911,Lao,asia,east_asia_pacific,east_asia_pacific,g77,18,105,14/12/1955,East Asia & Pacific,Lower middle income
Latvia,lva,2000,5.812567325,10399,2384972,Latvia,europe,europe_east,europe_central_asia,others,57,25,17/9/1991,Europe & Central Asia,High income
Latvia,lva,2001,5.493959268,11215,2367302,Latvia,europe,europe_east,europe_central_asia,others,57,25,17/9/1991,Europe & Central Asia,High income
Latvia,lva,2002,5.794342762,12152,2350340,Latvia,europe,europe_east,europe_central_asia,others,57,25,17/9/1991,Europe & Central Asia,High income
Latvia,lva,2003,6.034788316,13305,2334225,Latvia,europe,europe_east,europe_central_asia,others,57,25,17/9/1991,Europe & Central Asia,High income
Latvia,lva,2004,6.146246344,14572,2319229,Latvia,europe,europe_east,europe_central_asia,others,57,25,17/9/1991,Europe & Central Asia,High income
Latvia,lva,2005,6.156001273,16306,2305528,Latvia,europe,europe_east,europe_central_asia,others,57,25,17/9/1991,Europe & Central Asia,High income
Latvia,lva,2006,6.533457828,18413,2293080,Latvia,europe,europe_east,europe_central_asia,others,57,25,17/9/1991,Europe & Central Asia,High income
Latvia,lva,2007,6.961088263,20410,2281693,Latvia,europe,europe_east,europe_central_asia,others,57,25,17/9/1991,Europe & Central Asia,High income
Latvia,lva,2008,7.46024707,19882,2271198,Latvia,europe,europe_east,europe_central_asia,others,57,25,17/9/1991,Europe & Central Asia,High income
Latvia,lva,2009,7.383742911,17316,2261380,Latvia,europe,europe_east,europe_central_asia,others,57,25,17/9/1991,Europe & Central Asia,High income
Latvia,lva,2010,7.414540816,17010,2252060,Latvia,europe,europe_east,europe_central_asia,others,57,25,17/9/1991,Europe & Central Asia,High income
Latvia,lva,2011,7.236340534,18428,2243142,Latvia,europe,europe_east,europe_central_asia,others,57,25,17/9/1991,Europe & Central Asia,High income
Latvia,lva,2012,6.761904762,19405,2234572,Latvia,europe,europe_east,europe_central_asia,others,57,25,17/9/1991,Europe & Central Asia,High income
Latvia,lva,2013,6.423440454,20129,2226260,Latvia,europe,europe_east,europe_central_asia,others,57,25,17/9/1991,Europe & Central Asia,High income
Lebanon,lbn,2000,4.330900243,10693,3742329,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income
Lebanon,lbn,2001,4.132689988,10944,3802903,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income
Lebanon,lbn,2002,4.448929664,11140,3868504,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income
Lebanon,lbn,2003,4.454033771,11327,3935421,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income
Lebanon,lbn,2004,4.385511811,11991,3998042,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income
Lebanon,lbn,2005,4.367713004,12137,4052420,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income
Lebanon,lbn,2006,4.345268542,12097,4097457,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income
Lebanon,lbn,2007,4.222431668,12888,4134872,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income
Lebanon,lbn,2008,4.397825392,13794,4166915,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income
Lebanon,lbn,2009,4.426208651,15009,4196990,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income
Lebanon,lbn,2010,3.889943074,16153,4227597,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income
Lebanon,lbn,2011,3.785028791,16230,4259405,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income
Lebanon,lbn,2012,3.759301197,16315,4291719,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income
Lebanon,lbn,2013,3.825179387,15055,4324060,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income
Lesotho,lso,2000,1.574329813,1526,1963878,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income
Lesotho,lso,2001,1.60804829,1585,1988983,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income
Lesotho,lso,2002,1.60254372,1591,2010261,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income
Lesotho,lso,2003,1.552025417,1665,2028976,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income
Lesotho,lso,2004,1.537977174,1705,2047006,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income
Lesotho,lso,2005,1.564472146,1753,2065752,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income
Lesotho,lso,2006,1.815799615,1832,2085561,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income
Lesotho,lso,2007,1.634375,1921,2106128,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income
Lesotho,lso,2008,1.640344019,2032,2127412,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income
Lesotho,lso,2009,1.66446088,2100,2149201,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income
Lesotho,lso,2010,1.715396579,2261,2171318,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income
Lesotho,lso,2011,1.882352941,2346,2193843,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income
Lesotho,lso,2012,1.791912053,2456,2216850,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income
Lesotho,lso,2013,2.021352313,2559,2240126,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income
Liberia,lbr,2000,1.219604147,534,2847290,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income
Liberia,lbr,2001,1.07360157,637,2939296,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income
Liberia,lbr,2002,0.950629235,823,2996082,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income
Liberia,lbr,2003,0.990736226,551,3037412,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income
Liberia,lbr,2004,1.196940727,520,3092721,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income
Liberia,lbr,2005,1.159259259,545,3182539,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income
Liberia,lbr,2006,1.028355388,586,3313718,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income
Liberia,lbr,2007,1.13006993,618,3477197,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income
Liberia,lbr,2008,1.07947912,689,3658460,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income
Liberia,lbr,2009,1.036306589,752,3835929,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income
Liberia,lbr,2010,1.199272066,809,3994122,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income
Liberia,lbr,2011,1.405501331,820,4128572,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income
Liberia,lbr,2012,1.483636364,853,4244684,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income
Liberia,lbr,2013,1.477313975,900,4348740,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income
Lithuania,ltu,2000,6.478481013,10796,3500028,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income
Lithuania,ltu,2001,6.383603548,11596,3479622,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income
Lithuania,ltu,2002,6.857142857,12480,3462402,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income
Lithuania,ltu,2003,7.01216545,13907,3447170,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income
Lithuania,ltu,2004,7.872656947,14986,3432060,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income
Lithuania,ltu,2005,8.112041582,16409,3415748,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income
Lithuania,ltu,2006,8.347374495,17908,3397895,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income
Lithuania,ltu,2007,8.560202077,20131,3379043,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income
Lithuania,ltu,2008,9.038046564,20874,3359799,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income
Lithuania,ltu,2009,8.914121037,17980,3341097,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income
Lithuania,ltu,2010,8.892889289,18662,3323611,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income
Lithuania,ltu,2011,8.59137577,20243,3307481,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income
Lithuania,ltu,2012,8.962831858,21303,3292454,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income
Lithuania,ltu,2013,8.954053263,22274,3278337,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income
Luxembourg,lux,2000,7.756251796,47973,435491,Luxembourg,europe,europe_west,europe_central_asia,oecd,49.61167,6.13,24/10/1945,Europe & Central Asia,High income
Luxembourg,lux,2001,8.622273249,48605,439509,Luxembourg,europe,europe_west,europe_central_asia,oecd,49.61167,6.13,24/10/1945,Europe & Central Asia,High income
Luxembourg,lux,2002,8.316877153,49936,442882,Luxembourg,europe,europe_west,europe_central_asia,oecd,49.61167,6.13,24/10/1945,Europe & Central Asia,High income
Luxembourg,lux,2003,8.520492978,50137,446340,Luxembourg,europe,europe_west,europe_central_asia,oecd,49.61167,6.13,24/10/1945,Europe & Central Asia,High income
